ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_004333.3:565,NS_HS_GLIAL_V1.0,BRAF,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04015;hsa04024;hsa04062;hsa04068;hsa04150;hsa04270;hsa04510;hsa04650;hsa04720;hsa04722;hsa04726;hsa04730;hsa04810;hsa04910;hsa04914;hsa05034;hsa05160;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223,,BRAF,,,,,
NM_006811.2:185,NS_HS_GLIAL_V1.0,SERINC3,mRNA,FALSE,,,Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD),,,SERINC3,,,,,
NM_007008.2:275,NS_HS_GLIAL_V1.0,RTN4,mRNA,FALSE,,,Neurogenesis;Blood Brain Barrier,,,RTN4,,,,,
NM_013254.2:1610,NS_HS_GLIAL_V1.0,TBK1,mRNA,FALSE,,,NF-kappaB Signaling;Cytokines;Autophagy,hsa04014;hsa04620;hsa04622;hsa04623;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05169,,TBK1,,,,,
NM_014452.3:735,NS_HS_GLIAL_V1.0,TNFRSF21,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Cytokines,hsa04060,,TNFRSF21,,,,,
NM_021972.2:895,NS_HS_GLIAL_V1.0,SPHK1,mRNA,FALSE,,,Phagocytosis;Calcium Signaling;A2 Astrocyte,hsa00600;hsa04020;hsa04071;hsa04072;hsa04370;hsa04666;hsa05152,,SPHK1,,,,,
NM_033004.2:2135,NS_HS_GLIAL_V1.0,NLRP1,mRNA,FALSE,,,Inflammasome,hsa04621,,NLRP1,,,,,
NM_130837.1:1355,NS_HS_GLIAL_V1.0,OPA1,mRNA,FALSE,,,Neurogenesis;Apoptosis,,,OPA1,,,,,
NM_000589.2:625,NS_HS_GLIAL_V1.0,IL4,mRNA,FALSE,,,T-cell signaling;Cytokines,hsa04060;hsa04151;hsa04630;hsa04640;hsa04660;hsa04664;hsa04672;hsa05140;hsa05162;hsa05310;hsa05320;hsa05321;hsa05330,,IL4,,,,,
NM_000927.3:3910,NS_HS_GLIAL_V1.0,ABCB1,mRNA,FALSE,,,Blood Brain Barrier,hsa02010;hsa04976;hsa05206,,ABCB1,,,,,
NM_003265.2:230,NS_HS_GLIAL_V1.0,TLR3,mRNA,FALSE,,,NF-kappaB Signaling,hsa04620;hsa05160;hsa05161;hsa05164;hsa05168,,TLR3,,,,,
NM_006206.3:1925,NS_HS_GLIAL_V1.0,PDGFRA,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04014;hsa04015;hsa04020;hsa04060;hsa04072;hsa04144;hsa04151;hsa04510;hsa04540;hsa04810;hsa05166;hsa05200;hsa05206;hsa05214;hsa05215;hsa05218;hsa05230;hsa05231,,PDGFRA,,,,,
NM_006254.3:2165,NS_HS_GLIAL_V1.0,PRKCD,mRNA,FALSE,,,Phagocytosis;Neurotrophin Signaling,hsa04062;hsa04270;hsa04530;hsa04666;hsa04722;hsa04750;hsa04912;hsa04915;hsa04930;hsa04931;hsa04933,,PRKCD,,,,,
NM_020309.2:1330,NS_HS_GLIAL_V1.0,SLC17A7,mRNA,FALSE,,,Neuronal Markers;Glutamatergic Synapse;Cannabinoid Signaling,hsa04721;hsa04723;hsa04724;hsa05033,,SLC17A7,,,,,
NM_001025366.1:1325,NS_HS_GLIAL_V1.0,VEGFA,mRNA,FALSE,,,Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Hypoxia;Angiogenesis,hsa04014;hsa04015;hsa04060;hsa04066;hsa04150;hsa04151;hsa04370;hsa04510;hsa04933;hsa05200;hsa05205;hsa05206;hsa05211;hsa05212;hsa05219;hsa05323,,VEGFA,,,,,
NM_006216.2:240,NS_HS_GLIAL_V1.0,SERPINE2,mRNA,FALSE,,,Neurogenesis;Microglial Markers,,,SERPINE2,,,,,
NM_176797.1:745,NS_HS_GLIAL_V1.0,P2RY6,mRNA,FALSE,,,Purinergic Signaling;Neuroactive Ligands and Receptors,hsa04080,,P2RY6,,,,,
NM_139266.1:455,NS_HS_GLIAL_V1.0,STAT1,mRNA,FALSE,,,Primed Microglia;JAK-STAT,hsa04062;hsa04380;hsa04620;hsa04630;hsa04917;hsa04919;hsa04933;hsa05140;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05200;hsa05212;hsa05321,,STAT1,,,,,
NM_001098210.1:1815,NS_HS_GLIAL_V1.0,CTNNB1,mRNA,FALSE,,,Wnt Signaling,hsa04015;hsa04310;hsa04390;hsa04510;hsa04520;hsa04530;hsa04550;hsa04670;hsa04916;hsa04919;hsa05100;hsa05130;hsa05166;hsa05200;hsa05205;hsa05210;hsa05213;hsa05215;hsa05216;hsa05412,,CTNNB1,,,,,
NM_002093.2:925,NS_HS_GLIAL_V1.0,GSK3B,mRNA,FALSE,,,Wnt Signaling;Neurotrophin Signaling;Neurogenesis;Cytoskeletal Dynamics;Cell Cycle,hsa04012;hsa04062;hsa04110;hsa04151;hsa04310;hsa04360;hsa04390;hsa04510;hsa04550;hsa04660;hsa04662;hsa04722;hsa04728;hsa04910;hsa04916;hsa04917;hsa04919;hsa04931;hsa04932;hsa05010;hsa05160;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05210;hsa05213;hsa05215,,GSK3B,,,,,
NM_000259.1:5090,NS_HS_GLIAL_V1.0,MYO5A,mRNA,FALSE,,,Myelogenesis;Cytoskeletal Dynamics,,,MYO5A,,,,,
NM_006914.3:1840,NS_HS_GLIAL_V1.0,RORB,mRNA,FALSE,,,Neurogenesis;Circadian Signaling,hsa04710,,RORB,,,,,
NM_080425.1:1910,NS_HS_GLIAL_V1.0,GNAS,mRNA,FALSE,,,Serotonergic Synapse;Microglia Neurodegenerative Phenotype (MGnD);Glutamatergic Synapse;Dopaminergic Synapse;Calcium Signaling,hsa04015;hsa04020;hsa04024;hsa04072;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04724;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04913;hsa04915;hsa04916;hsa04918;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04961;hsa04962;hsa04970;hsa04971;hsa04972;hsa04976;hsa05030;hsa05031;hsa05032;hsa05034;hsa05110;hsa05142;hsa05146;hsa05200;hsa05414,,GNAS,,,,,
NM_003329.2:55,NS_HS_GLIAL_V1.0,TXN,mRNA,FALSE,,,Primed Microglia;Oxidative & Nitrosative Stress;Inflammasome,,,TXN,,,,,
NM_002754.3:1050,NS_HS_GLIAL_V1.0,MAPK13,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04015;hsa04068;hsa04071;hsa04261;hsa04370;hsa04380;hsa04550;hsa04611;hsa04620;hsa04621;hsa04622;hsa04660;hsa04664;hsa04668;hsa04670;hsa04722;hsa04723;hsa04728;hsa04750;hsa04912;hsa04914;hsa04917;hsa04933;hsa05014;hsa05120;hsa05131;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05164;hsa05169;hsa05205,,MAPK13,,,,,
NM_002966.1:245,NS_HS_GLIAL_V1.0,S100A10,mRNA,FALSE,,,A2 Astrocyte,,,S100A10,,,,,
NM_006765.2:1015,NS_HS_GLIAL_V1.0,TUSC3,mRNA,FALSE,,,Proteotoxic Stress,hsa04141,,TUSC3,,,,,
NM_004040.2:870,NS_HS_GLIAL_V1.0,RHOB,mRNA,FALSE,,,Primed Microglia;Microglial Markers,,,RHOB,,,,,
NM_002116.5:1000,NS_HS_GLIAL_V1.0,HLA-A,mRNA,FALSE,,,Antigen Processing and Presentation;A1 Astrocyte,hsa04144;hsa04145;hsa04514;hsa04612;hsa04650;hsa04940;hsa05166;hsa05168;hsa05169;hsa05203;hsa05320;hsa05330;hsa05332;hsa05416,,HLA-A,,,,,
NM_000684.1:795,NS_HS_GLIAL_V1.0,ADRB1,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Calcium Signaling,hsa04020;hsa04022;hsa04024;hsa04080;hsa04144;hsa04261;hsa04540;hsa04923;hsa04924;hsa04970;hsa05414,,ADRB1,,,,,
NM_000740.2:1345,NS_HS_GLIAL_V1.0,CHRM3,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Cholinergic Synapse;Calcium Signaling,hsa04020;hsa04080;hsa04725;hsa04742;hsa04810;hsa04911;hsa04970;hsa04971;hsa04972,,CHRM3,,,,,
NM_000794.3:1970,NS_HS_GLIAL_V1.0,DRD1,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Dopaminergic Synapse;Calcium Signaling;Astrocyte Differentiation/Function,hsa04020;hsa04024;hsa04080;hsa04540;hsa04728;hsa05012;hsa05030;hsa05031;hsa05032;hsa05034,,DRD1,,,,,
NM_000844.2:2575,NS_HS_GLIAL_V1.0,GRM7,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse,hsa04072;hsa04080;hsa04724,,GRM7,,,,,
NM_001006630.1:1170,NS_HS_GLIAL_V1.0,CHRM2,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Cholinergic Synapse;Calcium Signaling,hsa04020;hsa04024;hsa04080;hsa04151;hsa04725;hsa04810,,CHRM2,,,,,
NM_001118.3:935,NS_HS_GLIAL_V1.0,ADCYAP1R1,mRNA,FALSE,,,Neurotrophin Signaling;Neuroactive Ligands and Receptors;Astrocyte Markers,hsa04024;hsa04080;hsa04713;hsa04911;hsa04924,,ADCYAP1R1,,,,,
NM_001337.3:1040,NS_HS_GLIAL_V1.0,CX3CR1,mRNA,FALSE,,,Stage 1 DAM;Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia;Chemokines,hsa04060;hsa04062,,CX3CR1,,,,,
NM_002563.2:970,NS_HS_GLIAL_V1.0,P2RY1,mRNA,FALSE,,,Purinergic Signaling;Neuroactive Ligands and Receptors,hsa04015;hsa04080;hsa04611;hsa04742,,P2RY1,,,,,
NM_004054.2:415,NS_HS_GLIAL_V1.0,C3AR1,mRNA,FALSE,,,Primed Microglia;Neuroactive Ligands and Receptors;Complement System,hsa04080;hsa04610;hsa05150,,C3AR1,,,,,
NM_005300.2:170,NS_HS_GLIAL_V1.0,GPR34,mRNA,FALSE,,,Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD),,,GPR34,,,,,
NM_005682.4:1145,NS_HS_GLIAL_V1.0,ADGRG1,mRNA,FALSE,,,Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD),,,ADGRG1,,,,,
NM_005767.3:1210,NS_HS_GLIAL_V1.0,LPAR6,mRNA,FALSE,,,Purinergic Signaling;Neuroactive Ligands and Receptors,hsa04072;hsa04080;hsa04151;hsa05200,,LPAR6,,,,,
NM_014879.2:205,NS_HS_GLIAL_V1.0,P2RY14,mRNA,FALSE,,,Purinergic Signaling;Neuroactive Ligands and Receptors,hsa04080,,P2RY14,,,,,
NM_022788.3:230,NS_HS_GLIAL_V1.0,P2RY12,mRNA,FALSE,,,Stage 1 DAM;Purinergic Signaling;Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia,hsa04611,,P2RY12,,,,,
NM_022159.3:1980,NS_HS_GLIAL_V1.0,ADGRL4,mRNA,FALSE,,,Blood Brain Barrier,,,ADGRL4,,,,,
NM_002069.4:670,NS_HS_GLIAL_V1.0,GNAI1,mRNA,FALSE,,,Serotonergic Synapse;Glutamatergic Synapse;GABAergic Synapse;Dopaminergic Synapse;Cholinergic Synapse;Cannabinoid Signaling,hsa04015;hsa04022;hsa04024;hsa04062;hsa04071;hsa04261;hsa04360;hsa04530;hsa04540;hsa04611;hsa04670;hsa04713;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04730;hsa04914;hsa04915;hsa04916;hsa04921;hsa04923;hsa04924;hsa04971;hsa05012;hsa05030;hsa05032;hsa05034;hsa05133;hsa05142;hsa05145;hsa05200,,GNAI1,,,,,
NM_000291.2:1030,NS_HS_GLIAL_V1.0,PGK1,mRNA,FALSE,,,Glucose Metabolism,hsa00010;hsa04066,,PGK1,,,,,
NM_004859.2:290,NS_HS_GLIAL_V1.0,CLTC,mRNA,FALSE,,,Wnt Signaling;Gap Junctions,hsa04142;hsa04144;hsa04721;hsa04961;hsa05016;hsa05100,,CLTC,,,,,
NM_001744.3:1220,NS_HS_GLIAL_V1.0,CAMK4,mRNA,FALSE,,,Calcium Signaling,hsa04020;hsa04024;hsa04211;hsa04380;hsa04720;hsa04722;hsa04725;hsa04921;hsa04925;hsa05031;hsa05034,,CAMK4,,,,,
NM_001799.2:785,NS_HS_GLIAL_V1.0,CDK7,mRNA,FALSE,,,Cell Cycle,hsa04110,,CDK7,,,,,
NM_002227.1:285,NS_HS_GLIAL_V1.0,JAK1,mRNA,FALSE,,,JAK-STAT,hsa04151;hsa04380;hsa04550;hsa04630;hsa05140;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05203;hsa05212,,JAK1,,,,,
NM_002576.3:975,NS_HS_GLIAL_V1.0,PAK1,mRNA,FALSE,,,T-cell signaling;Phagocytosis;Neurogenesis;MAPK & PI3K;Cytoskeletal Dynamics;Cell Migration,hsa04010;hsa04012;hsa04014;hsa04024;hsa04062;hsa04360;hsa04510;hsa04650;hsa04660;hsa04666;hsa04810;hsa05120;hsa05205;hsa05211,,PAK1,,,,,
NM_003565.1:465,NS_HS_GLIAL_V1.0,ULK1,mRNA,FALSE,,,Neurogenesis;Autophagy,hsa04140;hsa04150;hsa04152;hsa04211,,ULK1,,,,,
NM_004850.3:3140,NS_HS_GLIAL_V1.0,ROCK2,mRNA,FALSE,,,Wnt Signaling;Cell Migration,hsa04022;hsa04024;hsa04062;hsa04071;hsa04270;hsa04310;hsa04360;hsa04510;hsa04611;hsa04670;hsa04810;hsa04921;hsa05130;hsa05131;hsa05132;hsa05200;hsa05205,,ROCK2,,,,,
NM_005160.2:1265,NS_HS_GLIAL_V1.0,GRK3,mRNA,FALSE,,,Glutamatergic Synapse,hsa04062;hsa04144;hsa04724;hsa04740;hsa05032,,GRK3,,,,,
NM_005922.2:1165,NS_HS_GLIAL_V1.0,MAP3K4,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04912,,MAP3K4,,,,,
NM_006343.2:665,NS_HS_GLIAL_V1.0,MERTK,mRNA,FALSE,,,Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD),,,MERTK,,,,,
NM_014413.2:1685,NS_HS_GLIAL_V1.0,EIF2AK1,mRNA,FALSE,,,Proteotoxic Stress,hsa04141;hsa05160;hsa05162;hsa05164;hsa05168;hsa05169,,EIF2AK1,,,,,
NM_021913.2:2190,NS_HS_GLIAL_V1.0,AXL,mRNA,FALSE,,,Stage 2 DAM;Primed Microglia;Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Astrocyte Markers;Angiogenesis,,,AXL,,,,,
NM_172127.1:505,NS_HS_GLIAL_V1.0,CAMK2D,mRNA,FALSE,,,Calcium Signaling,hsa04012;hsa04020;hsa04024;hsa04066;hsa04114;hsa04261;hsa04310;hsa04713;hsa04720;hsa04722;hsa04725;hsa04728;hsa04740;hsa04750;hsa04911;hsa04912;hsa04916;hsa04921;hsa04922;hsa04925;hsa04971;hsa05031;hsa05152;hsa05205;hsa05214,,CAMK2D,,,,,
NM_182948.2:805,NS_HS_GLIAL_V1.0,PRKACB,mRNA,FALSE,,,Wnt Signaling;MAPK & PI3K;Calcium Signaling,hsa04010;hsa04014;hsa04020;hsa04024;hsa04062;hsa04114;hsa04210;hsa04211;hsa04213;hsa04261;hsa04270;hsa04310;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04740;hsa04742;hsa04750;hsa04910;hsa04911;hsa04912;hsa04913;hsa04914;hsa04915;hsa04916;hsa04918;hsa04919;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04961;hsa04962;hsa04970;hsa04971;hsa04976;hsa05012;hsa05020;hsa05030;hsa05031;hsa05032;hsa05110;hsa05146;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05414,,PRKACB,,,,,
NM_002417.2:4020,NS_HS_GLIAL_V1.0,MKI67,mRNA,FALSE,,,Cell Cycle,,,MKI67,,,,,
NM_021097.1:440,NS_HS_GLIAL_V1.0,SLC8A1,mRNA,FALSE,,,Calcium Signaling,hsa04020;hsa04022;hsa04260;hsa04261;hsa04740;hsa04961;hsa04974;hsa04978;hsa05410;hsa05412;hsa05414,,SLC8A1,,,,,
NM_031412.2:420,NS_HS_GLIAL_V1.0,GABARAPL1,mRNA,FALSE,,,GABAergic Synapse;Autophagy,hsa04068;hsa04140;hsa04727,,GABARAPL1,,,,,
NM_021633.2:474,NS_HS_GLIAL_V1.0,KLHL12,mRNA,FALSE,,,Wnt Signaling,,,KLHL12,,,,,
NM_003120.1:730,NS_HS_GLIAL_V1.0,SPI1,mRNA,FALSE,,,Microglia Neurodegenerative Phenotype (MGnD),hsa04380;hsa05166;hsa05169;hsa05200;hsa05202;hsa05221,,SPI1,,,,,
NM_138554.2:2570,NS_HS_GLIAL_V1.0,TLR4,mRNA,FALSE,,,NO Metabolism and Signaling;NF-kappaB Signaling;Astrocyte Differentiation/Function;Apoptosis,hsa04064;hsa04066;hsa04145;hsa04151;hsa04620;hsa05130;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05162;hsa05164;hsa05205;hsa05321;hsa05323,,TLR4,,,,,
NM_000461.4:385,NS_HS_GLIAL_V1.0,THRB,mRNA,FALSE,,,Neuroactive Ligands and Receptors,hsa04080;hsa04919,,THRB,,,,,
NM_000615.5:1620,NS_HS_GLIAL_V1.0,NCAM1,mRNA,FALSE,,,Neuronal Markers;Neurogenesis;Cell Migration,hsa04514;hsa05020,,NCAM1,,,,,
NM_000806.5:475,NS_HS_GLIAL_V1.0,GABRA1,mRNA,FALSE,,,Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling,hsa04080;hsa04723;hsa04727;hsa04742;hsa05032;hsa05033,,GABRA1,,,,,
NM_000809.2:1545,NS_HS_GLIAL_V1.0,GABRA4,mRNA,FALSE,,,Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling,hsa04080;hsa04723;hsa04727;hsa04742;hsa05032;hsa05033,,GABRA4,,,,,
NM_000815.4:800,NS_HS_GLIAL_V1.0,GABRD,mRNA,FALSE,,,Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling,hsa04080;hsa04723;hsa04727;hsa05032;hsa05033,,GABRD,,,,,
NM_000817.2:575,NS_HS_GLIAL_V1.0,GAD1,mRNA,FALSE,,,GABAergic Synapse,hsa00250;hsa00650;hsa04727;hsa04940,,GAD1,,,,,
NM_004495.2:995,NS_HS_GLIAL_V1.0,NRG1,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Neurogenesis;Myelogenesis,hsa04012,,NRG1,,,,,
NM_018473.2:400,NS_HS_GLIAL_V1.0,ACOT13,mRNA,FALSE,,,Lipid Metabolism,,,ACOT13,,,,,
NM_013436.3:2353,NS_HS_GLIAL_V1.0,NCKAP1,mRNA,FALSE,,,Neurogenesis;Angiogenesis,hsa04810,,NCKAP1,,,,,
NM_002358.3:182,NS_HS_GLIAL_V1.0,MAD2L1,mRNA,FALSE,,,Cell Cycle,hsa04110;hsa04114;hsa04914;hsa05166,,MAD2L1,,,,,
NM_001031683.2:1470,NS_HS_GLIAL_V1.0,IFIT3,mRNA,FALSE,,,Interferon Signaling,,,IFIT3,,,,,
NM_001548.3:1440,NS_HS_GLIAL_V1.0,IFIT1,mRNA,FALSE,,,Interferon Signaling,hsa05160;hsa05168,,IFIT1,,,,,
NM_002294.2:380,NS_HS_GLIAL_V1.0,LAMP2,mRNA,FALSE,,,Autophagy,hsa04142;hsa04145;hsa05152,,LAMP2,,,,,
NM_014141.4:940,NS_HS_GLIAL_V1.0,CNTNAP2,mRNA,FALSE,,,Myelogenesis;Cytoskeletal Dynamics;Cell Migration,hsa04514,,CNTNAP2,,,,,
NM_181676.2:690,NS_HS_GLIAL_V1.0,PPP2R2B,mRNA,FALSE,,,Dopaminergic Synapse,hsa04071;hsa04151;hsa04152;hsa04261;hsa04390;hsa04530;hsa04728;hsa05142;hsa05160,,PPP2R2B,,,,,
NM_000593.5:2075,NS_HS_GLIAL_V1.0,TAP1,mRNA,FALSE,,,Primed Microglia;Antigen Processing and Presentation,hsa02010;hsa04145;hsa04612;hsa05168;hsa05340,,TAP1,,,,,
NM_001079821.2:415,NS_HS_GLIAL_V1.0,NLRP3,mRNA,FALSE,,,Inflammasome,hsa04621;hsa05133;hsa05164,,NLRP3,,,,,
NM_002852.3:1152,NS_HS_GLIAL_V1.0,PTX3,mRNA,FALSE,,,NO Metabolism and Signaling;A2 Astrocyte,,,PTX3,,,,,
NM_003105.4:2599,NS_HS_GLIAL_V1.0,SORL1,mRNA,FALSE,,,Neurogenesis;Microglial Markers,,,SORL1,,,,,
NM_003380.2:694,NS_HS_GLIAL_V1.0,VIM,mRNA,FALSE,,,Cytoskeletal Dynamics;Astrocyte Markers;Astrocyte Differentiation/Function,hsa05169;hsa05206,,VIM,,,,,
NM_005534.3:799,NS_HS_GLIAL_V1.0,IFNGR2,mRNA,FALSE,,,Interferon Signaling,hsa04060;hsa04066;hsa04380;hsa04630;hsa04650;hsa05132;hsa05140;hsa05142;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168;hsa05321,,IFNGR2,,,,,
NM_000618.3:491,NS_HS_GLIAL_V1.0,IGF1,mRNA,FALSE,,,Primed Microglia;MAPK & PI3K;Hypoxia,hsa04014;hsa04015;hsa04066;hsa04068;hsa04114;hsa04115;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04510;hsa04550;hsa04730;hsa04750;hsa04913;hsa04914;hsa04960;hsa05200;hsa05202;hsa05205;hsa05214;hsa05215;hsa05218;hsa05410;hsa05414,,IGF1,,,,,
NM_002264.2:1420,NS_HS_GLIAL_V1.0,KPNA1,mRNA,FALSE,,,Interferon Signaling;Apoptosis,hsa05164,,KPNA1,,,,,
NM_020345.3:785,NS_HS_GLIAL_V1.0,NKIRAS1,mRNA,FALSE,,,Cytokines,,,NKIRAS1,,,,,
NM_003914.3:1605,NS_HS_GLIAL_V1.0,CCNA1,mRNA,FALSE,,,Cell Cycle,hsa04110;hsa04152;hsa04914;hsa05161;hsa05169;hsa05200;hsa05202;hsa05203;hsa05221,,CCNA1,,,,,
NM_003150.3:2060,NS_HS_GLIAL_V1.0,STAT3,mRNA,FALSE,,,Neurogenesis;JAK-STAT,hsa04062;hsa04066;hsa04068;hsa04550;hsa04630;hsa04917;hsa04920;hsa04931;hsa04933;hsa05145;hsa05160;hsa05161;hsa05162;hsa05169;hsa05200;hsa05203;hsa05205;hsa05206;hsa05212;hsa05221;hsa05321,,STAT3,,,,,
NM_004159.4:1215,NS_HS_GLIAL_V1.0,PSMB8,mRNA,FALSE,,,Primed Microglia;Interferon Signaling;Antigen Processing and Presentation;A1 Astrocyte,hsa03050,,PSMB8,,,,,
NM_000239.2:305,NS_HS_GLIAL_V1.0,LYZ,mRNA,FALSE,,,Stage 1 DAM;Microglia Neurodegenerative Phenotype (MGnD),hsa04970,,LYZ,,,,,
NM_000632.3:515,NS_HS_GLIAL_V1.0,ITGAM,mRNA,FALSE,,,Cell Migration,hsa04015;hsa04145;hsa04514;hsa04610;hsa04640;hsa04670;hsa04810;hsa05133;hsa05134;hsa05140;hsa05146;hsa05150;hsa05152;hsa05202,,ITGAM,,,,,
NM_001769.2:405,NS_HS_GLIAL_V1.0,CD9,mRNA,FALSE,,,Stage 2 DAM;Primed Microglia;Oligodendrocyte Differentiation/Maturation;Neurogenesis;Myelogenesis,hsa04640,,CD9,,,,,
NM_004615.3:725,NS_HS_GLIAL_V1.0,TSPAN7,mRNA,FALSE,,,Astrocyte Markers,hsa05202,,TSPAN7,,,,,
NM_014261.1:518,NS_HS_GLIAL_V1.0,TICAM1,mRNA,FALSE,,,NO Metabolism and Signaling;NF-kappaB Signaling;Apoptosis,hsa04064;hsa04620;hsa05133;hsa05142;hsa05160;hsa05161;hsa05164;hsa05168,,TICAM1,,,,,
NM_005805.4:700,NS_HS_GLIAL_V1.0,PSMD14,mRNA,FALSE,,,Antigen Processing and Presentation,hsa03050;hsa05169,,PSMD14,,,,,
NM_152862.1:755,NS_HS_GLIAL_V1.0,ARPC2,mRNA,FALSE,,,Phagocytosis,hsa04144;hsa04666;hsa04810;hsa05100;hsa05130;hsa05131;hsa05132,,ARPC2,,,,,
NM_001733.4:760,NS_HS_GLIAL_V1.0,C1R,mRNA,FALSE,,,Complement System,hsa04145;hsa04610;hsa05133;hsa05150;hsa05322,,C1R,,,,,
NM_001734.2:775,NS_HS_GLIAL_V1.0,C1S,mRNA,FALSE,,,Complement System,hsa04610;hsa05133;hsa05150;hsa05322,,C1S,,,,,
NM_000067.2:575,NS_HS_GLIAL_V1.0,CA2,mRNA,FALSE,,,Oligodendrocyte Markers;Cytoskeletal Dynamics,hsa04966;hsa04971;hsa04972;hsa04976,,CA2,,,,,
NM_001276.2:475,NS_HS_GLIAL_V1.0,CHI3L1,mRNA,FALSE,,,Astrocyte Markers,,,CHI3L1,,,,,
NM_001005340.1:535,NS_HS_GLIAL_V1.0,GPNMB,mRNA,FALSE,,,Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD),,,GPNMB,,,,,
NM_001083620.1:865,NS_HS_GLIAL_V1.0,GRIA2,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Cannabinoid Signaling,hsa04024;hsa04080;hsa04713;hsa04720;hsa04723;hsa04724;hsa04728;hsa04730;hsa05014;hsa05030;hsa05031;hsa05033,,GRIA2,,,,,
NM_000521.3:950,NS_HS_GLIAL_V1.0,HEXB,mRNA,FALSE,,,Neurogenesis;Microglial Markers;Homeostatic Microglia,hsa04142,,HEXB,,,,,
NM_000297.2:2565,NS_HS_GLIAL_V1.0,PKD2,mRNA,FALSE,,,NO Metabolism and Signaling,,,PKD2,,,,,
NM_002790.2:235,NS_HS_GLIAL_V1.0,PSMA5,mRNA,FALSE,,,Antigen Processing and Presentation,hsa03050,,PSMA5,,,,,
NM_000062.2:305,NS_HS_GLIAL_V1.0,SERPING1,mRNA,FALSE,,,Complement System;A1 Astrocyte,hsa04610;hsa05133,,SERPING1,,,,,
NM_018286.2:655,NS_HS_GLIAL_V1.0,TMEM100,mRNA,FALSE,,,Astrocyte Markers,,,TMEM100,,,,,
NM_000591.2:885,NS_HS_GLIAL_V1.0,CD14,mRNA,FALSE,,,NF-kappaB Signaling;A2 Astrocyte,hsa04010;hsa04064;hsa04145;hsa04620;hsa04640;hsa04810;hsa05130;hsa05132;hsa05133;hsa05134;hsa05146;hsa05152;hsa05202,,CD14,,,,,
